id,小区名称,所在区域,总价,单价,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,产权年限,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件
552,瑞通里,北辰,64,11905元/平米,1室1厅1厨1卫,低楼层 (共6层),53.76㎡,平层,暂无数据,板楼,南,混合结构,简装,一梯三户,集中供暖,无,2023-06-14,商品房,2007-11-08,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
553,中节能远景城,蓟州,108,12159元/平米,2室2厅1厨1卫,高楼层 (共24层),88.83㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,两梯四户,集中供暖,有,2023-06-15,私产,2010-03-15,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
554,翠海佳园,东丽,135,14205元/平米,2室1厅1厨1卫,低楼层 (共14层),95.04㎡,平层,暂无数据,板楼,南,钢混结构,其他,两梯三户,集中供暖,有,2023-06-06,商品房,2013-03-20,普通住宅,满五年,非共有,"
                                有抵押
                              ",已上传房本照片
555,建设路小区,宝坻,54.5,9533元/平米,2室1厅1厨1卫,低楼层 (共6层),57.17㎡,平层,暂无数据,板楼,南 北,混合结构,其他,一梯三户,集中供暖,无,2023-03-30,商品房,2018-11-07,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片
556,联发第五街,开发区,135,15722元/平米,2室1厅1厨1卫,高楼层 (共18层),85.87㎡,平层,暂无数据,板楼,南,钢混结构,其他,两梯三户,集中供暖,有,2023-05-22,商品房,2017-11-08,普通住宅,满五年,共有,"
                                有抵押
                              ",已上传房本照片
557,社会山Bigparty,西青,143,15417元/平米,2室2厅1厨1卫,低楼层 (共13层),92.76㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,集中供暖,有,2023-03-08,商品房,2016-04-20,普通住宅,满五年,非共有,"
                                有抵押 60万元  上海浦发银行 金融公司垫资
                              ",已上传房本照片
558,盛世郦园,武清,220,17993元/平米,3室2厅1厨2卫,高楼层 (共22层),122.27㎡,平层,暂无数据,板楼,南 北,混合结构,精装,两梯四户,集中供暖,有,2023-06-12,商品房,2018-01-09,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
559,奋斗楼,红桥,54,16860元/平米,1室1厅1厨1卫,高楼层 (共6层),32.03㎡,平层,暂无数据,板塔结合,南,混合结构,精装,一梯四户,集中供暖,无,2023-06-10,商品房,2016-09-06,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
560,磐石坊,蓟州,116,4418元/平米,4室2厅1厨4卫,高楼层 (共4层),262.58㎡,跃层,暂无数据,塔楼,南 北,钢混结构,其他,一梯六户,自供暖,无,2023-06-04,私产,2011-05-12,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片
561,和泓四季恋城,东丽,148,21839元/平米,2室1厅1厨1卫,高楼层 (共8层),67.77㎡,跃层,暂无数据,板楼,南,钢混结构,精装,一梯三户,集中供暖,有,2023-05-28,商品房,2017-07-18,普通住宅,满五年,非共有,"
                                有抵押 62万元
                              ",已上传房本照片
562,天津海航城,宁河,68,5125元/平米,3室1厅1厨2卫,高楼层 (共7层),132.7㎡,平层,114.5㎡,板楼,南 北,钢混结构,毛坯,一梯两户,自供暖,暂无数据,2021-09-09,商品房,2017-03-27,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
563,金地艺城悦府,津南,129.5,15851元/平米,2室2厅1厨1卫,高楼层 (共8层),81.7㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,两梯两户,集中供暖,有,2023-06-11,商品房,2019-12-09,普通住宅,满两年,非共有,"
                                有抵押 78万元
                              ",已上传房本照片
564,贵桥里,河北,78,13421元/平米,1室1厅1厨1卫,中楼层 (共6层),58.12㎡,平层,暂无数据,板楼,南 北,混合结构,精装,一梯四户,集中供暖,无,2023-06-04,私产,2018-08-03,普通住宅,满两年,非共有,"
                                有抵押
                              ",已上传房本照片
565,泰丰家园,开发区,150,11175元/平米,3室2厅1厨2卫,高楼层 (共5层),134.23㎡,跃层,暂无数据,板楼,南 北,混合结构,简装,一梯两户,自供暖,无,2022-09-08,商品房,2016-05-10,普通住宅,满五年,非共有,"
                                有抵押 10万元 业主自还
                              ",已上传房本照片
566,海河华鼎,红桥,139,22395元/平米,1室1厅1厨1卫,中楼层 (共19层),62.07㎡,平层,暂无数据,板楼,北,钢混结构,精装,两梯四户,集中供暖,有,2019-09-19,商品房,2016-01-27,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
567,三元公寓,河西,485,38863元/平米,3室2厅1厨2卫,低楼层 (共6层),124.8㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯两户,集中供暖,无,2023-06-06,私产,2017-06-12,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
568,昆璞里,河北,140,21855元/平米,2室1厅1厨1卫,中楼层 (共8层),64.06㎡,平层,暂无数据,板楼,西南,钢混结构,简装,一梯六户,集中供暖,无,2023-06-01,商品房,2011-09-22,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
569,润景家园,东丽,120,14819元/平米,2室1厅1厨1卫,低楼层 (共18层),80.98㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,集中供暖,有,2023-04-18,商品房,2013-01-15,普通住宅,满五年,非共有,"
                                有抵押 40万元 业主自还
                              ",已上传房本照片
570,乐江公寓,河北,142,13185元/平米,2室1厅1厨2卫,高楼层 (共6层),107.7㎡,平层,暂无数据,板楼,南 北,混合结构,精装,一梯两户,集中供暖,无,2021-02-24,私产,2009-07-14,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
571,明珠湾,开发区,206,18955元/平米,2室2厅1厨2卫,中楼层 (共18层),108.68㎡,跃层,暂无数据,板塔结合,南,钢混结构,简装,两梯四户,集中供暖,有,2023-06-14,商品房,2014-09-12,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
572,敬宾里,河北,57,10831元/平米,1室1厅1厨1卫,中楼层 (共7层),52.63㎡,平层,暂无数据,板塔结合,南,钢混结构,简装,一梯三户,集中供暖,无,2023-06-01,商品房,2005-10-11,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
573,水木天成临湾园,红桥,279,21431元/平米,3室1厅1厨1卫,低楼层 (共6层),130.19㎡,平层,暂无数据,板塔结合,南 北,混合结构,精装,一梯两户,集中供暖,无,2023-05-28,商品房,2019-04-04,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片
574,境界梅江,西青,210,23940元/平米,2室2厅1厨1卫,中楼层 (共16层),87.72㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯四户,集中供暖,有,2023-06-10,商品房,2018-07-13,普通住宅,满两年,非共有,"
                                有抵押 80万元 中国银行河西支行 业主自还
                              ",已上传房本照片
575,世纪花园(南开区),南开,398,24392元/平米,3室2厅1厨2卫,高楼层 (共6层),163.17㎡,平层,暂无数据,板楼,南 北,混合结构,精装,一梯两户,集中供暖,无,2023-01-31,私产,2016-01-31,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
576,朗月轩,开发区,130,14934元/平米,2室1厅1厨1卫,中楼层 (共32层),87.05㎡,平层,暂无数据,塔楼,东南,钢混结构,其他,三梯八户,集中供暖,有,2023-05-18,私产,2016-11-21,普通住宅,满五年,共有,"
                                有抵押
                              ",已上传房本照片
577,碧桂园中骏·天寰,北辰,105,12533元/平米,2室2厅1厨1卫,低楼层 (共15层),83.78㎡,平层,暂无数据,板塔结合,南 北,钢混结构,其他,一梯四户,自供暖,暂无数据,2023-06-16,商品房,2020-06-15,普通住宅,满两年,共有,"
                                有抵押 92万元 中国工商银行 业主自还
                              ",已上传房本照片
578,福苑里,滨海新区,106,8690元/平米,3室2厅1厨2卫,中楼层 (共6层),121.98㎡,平层,暂无数据,板塔结合,南 北,混合结构,简装,一梯两户,集中供暖,无,2023-01-31,商品房,2001-09-10,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
579,滨海新城,开发区,480,17230元/平米,6室3厅2厨4卫,高楼层 (共31层),278.59㎡,跃层,暂无数据,板楼,南 北,钢混结构,简装,两梯两户,集中供暖,有,2022-08-07,商品房,2008-10-19,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
580,天津雅颂居,河东,440,29499元/平米,2室2厅1厨2卫,中楼层 (共61层),149.16㎡,平层,暂无数据,塔楼,东 北,钢混结构,精装,七梯十三户,集中供暖,有,2023-06-14,商品房,2016-09-27,普通住宅,满五年,非共有,"
                                有抵押 293万元 中信银行 业主自还
                              ",已上传房本照片
581,伴景湾家园,开发区,450,13697元/平米,4室2厅1厨5卫,中楼层 (共28层),328.56㎡,平层,暂无数据,板楼,南 西 北,钢混结构,毛坯,两梯两户,集中供暖,有,2022-08-08,商品房,2008-08-22,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
582,宝龙城,滨海新区,116,13067元/平米,3室1厅1厨1卫,中楼层 (共11层),88.78㎡,平层,71.04㎡,板塔结合,南 北,钢混结构,简装,一梯两户,集中供暖,有,2023-04-09,商品房,2017-10-10,普通住宅,满五年,非共有,"
                                有抵押 建行 业主自还
                              ",已上传房本照片
583,松风西里,河东,109,18292元/平米,2室1厅1厨1卫,低楼层 (共6层),59.59㎡,平层,59.59㎡,塔楼,南 北,混合结构,其他,一梯三户,集中供暖,无,2023-06-17,商品房,2013-02-04,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
584,罗兰花园,河西,599,28770元/平米,3室2厅1厨2卫,中楼层 (共27层),208.21㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯三户,集中供暖,有,2023-06-08,商品房,2009-04-20,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
585,融创星耀五洲,津南,44,4997元/平米,2室2厅1厨1卫,中楼层 (共5层),88.07㎡,平层,暂无数据,暂无数据,南,钢混结构,精装,一梯十户,自供暖,暂无数据,2023-05-25,商品房,2014-05-30,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
586,星缘东轩,开发区,185,16995元/平米,2室1厅1厨1卫,低楼层 (共18层),108.86㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯三户,集中供暖,有,2023-06-10,商品房,2011-06-22,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片
587,领秀新天地,宝坻,18.8,4321元/平米,1室0厅1厨1卫,高楼层 (共6层),43.51㎡,平层,23㎡,塔楼,南,钢混结构,简装,一梯七十五户,自供暖,无,2023-06-04,商品房,2014-09-02,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
588,水郡花园,南开,279,27842元/平米,2室1厅1厨1卫,中楼层 (共29层),100.21㎡,平层,暂无数据,塔楼,南 北,钢混结构,精装,两梯三户,集中供暖,有,2023-05-24,商品房,2016-10-24,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
589,天津海航城,宁河,96,6404元/平米,3室2厅1厨2卫,中楼层 (共7层),149.92㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,一梯两户,自供暖,有,2020-12-04,商品房,2017-06-07,普通住宅,满五年,非共有,"
                                有抵押
                              ",已上传房本照片
590,北岸尚城,武清,129,13036元/平米,2室1厅1厨1卫,低楼层 (共5层),98.96㎡,平层,暂无数据,板楼,南 北,混合结构,其他,一梯两户,集中供暖,无,2023-06-14,私产,2014-04-12,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
591,天津海航城,宁河,93,6704元/平米,3室2厅1厨2卫,低楼层 (共7层),138.74㎡,暂无数据,南 北,钢混结构,毛坯,暂无数据,自供暖,null,null,null,2021-06-02,商品房,2018-06-19,别墅,满五年,非共有,"
                                有抵押 50万元 业主自还
                              ",已上传房本照片
592,和畅园(滨海新区),滨海新区,75,12749元/平米,1室1厅1厨1卫,中楼层 (共16层),58.83㎡,平层,暂无数据,板楼,南,钢混结构,简装,两梯六户,集中供暖,有,2023-06-07,商品房,2015-09-08,普通住宅,满五年,非共有,"
                                有抵押 14万元 交通银行 业主自还
                              ",已上传房本照片
593,迎水西里,南开,175,31106元/平米,2室1厅1厨2卫,低楼层 (共6层),56.26㎡,平层,暂无数据,板楼,南 西 北,混合结构,简装,一梯三户,集中供暖,无,2023-05-28,商品房,2013-11-13,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
594,宝龙城,滨海新区,106,13410元/平米,2室1厅1厨1卫,低楼层 (共11层),79.05㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2023-06-08,商品房,2017-06-17,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
595,紫金花园,河西,149,19409元/平米,2室1厅1厨1卫,中楼层 (共26层),76.77㎡,平层,暂无数据,板楼,西,钢混结构,精装,两梯六户,集中供暖,有,2023-06-15,商品房,2016-10-08,普通住宅,满五年,共有,"
                                有抵押 业主自还
                              ",已上传房本照片
596,乐福里,和平,365,58094元/平米,2室1厅1厨1卫,中楼层 (共6层),62.83㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯三户,集中供暖,无,2023-06-04,商品房,2017-04-13,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
597,尊品庭苑,开发区,460,24493元/平米,3室2厅1厨2卫,中楼层 (共4层),187.81㎡,跃层,暂无数据,板楼,南 北,钢混结构,毛坯,两梯两户,自供暖,有,2022-04-07,商品房,2018-09-06,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片
598,天津海航城,宁河,70,6634元/平米,2室0厅0厨0卫,中楼层 (共18层),105.53㎡,平层,暂无数据,板楼,南,钢混结构,其他,两梯四户,自供暖,有,2023-02-08,商品房,2019-05-29,普通住宅,满两年,非共有,"
                                有抵押 40万元
                              ",已上传房本照片
599,华润橡树湾仰润轩,东丽,107,13362元/平米,2室1厅1厨1卫,中楼层 (共18层),80.08㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,两梯六户,集中供暖,有,2023-05-29,商品房,2018-07-24,普通住宅,满两年,非共有,"
                                有抵押 60万元 中国工商银行 业主自还
                              ",已上传房本照片
600,东方名居,开发区,210,18594元/平米,2室1厅1厨1卫,高楼层 (共28层),112.94㎡,平层,暂无数据,板楼,南,钢混结构,其他,两梯四户,集中供暖,有,2023-05-26,商品房,2009-04-15,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
601,蓝光雍锦香颂,津南,185,16473元/平米,3室2厅1厨2卫,低楼层 (共8层),112.31㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,一梯两户,集中供暖,暂无数据,2021-07-20,商品房,2019-01-07,普通住宅,满两年,非共有,"
                                有抵押
                              ",已上传房本照片
602,静湖花园西区,武清,120,7978元/平米,3室2厅1厨1卫,中楼层 (共6层),150.42㎡,平层,暂无数据,塔楼,南 北,混合结构,精装,十梯两户,集中供暖,有,2023-06-13,商品房,2016-07-28,普通住宅,满五年,非共有,"
                                有抵押 25万元 业主自还
                              ",已上传房本照片
603,光耀雅苑,静海,308,8666元/平米,6室2厅1厨3卫,低楼层 (共3层),355.43㎡,复式,暂无数据,暂无数据,南 北,钢混结构,其他,一梯六户,暂无数据,暂无数据,2023-06-07,商品房,2020-06-12,普通住宅,满两年,非共有,"
                                有抵押
                              ",已上传房本照片
604,朗月轩,开发区,131,14597元/平米,2室1厅1厨1卫,中楼层 (共32层),89.75㎡,平层,暂无数据,塔楼,东 南 北,钢混结构,精装,三梯八户,集中供暖,有,2023-05-24,商品房,2012-02-21,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
605,翠亨村D区,开发区,250,29548元/平米,3室2厅1厨1卫,低楼层 (共6层),84.61㎡,平层,暂无数据,板楼,东 西,混合结构,其他,一梯两户,集中供暖,无,2023-05-20,商品房,2016-10-22,普通住宅,满五年,非共有,"
                                有抵押
                              ",已上传房本照片
606,水乡花园,南开,460,29311元/平米,3室1厅1厨2卫,低楼层 (共18层),156.94㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯四户,集中供暖,有,2023-05-23,商品房,2011-06-24,普通住宅,满五年,非共有,"
                                有抵押 3万元
                              ",已上传房本照片
607,乐园温泉公寓,蓟州,100,10141元/平米,3室1厅1厨2卫,高楼层 (共6层),98.61㎡,跃层,暂无数据,板楼,南 北,混合结构,其他,一梯两户,集中供暖,无,2023-01-03,商品房,2017-06-28,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
608,万科城邻水苑,东丽,108,8362元/平米,3室1厅1厨2卫,中楼层 (共5层),129.16㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,无,2023-05-31,商品房,2016-08-01,普通住宅,满五年,共有,"
                                有抵押 50万元 建设银行
                              ",已上传房本照片
609,春满园,宝坻,40.5,4639元/平米,2室1厅1厨1卫,中楼层 (共6层),87.32㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯两户,集中供暖,无,2023-06-02,商品房,2012-04-25,普通住宅,满五年,非共有,"
                                有抵押 业主自还
                              ",已上传房本照片
610,金地长湖湾,静海,93,9025元/平米,3室1厅1厨2卫,低楼层 (共4层),103.05㎡,复式,暂无数据,板塔结合,南 北,钢混结构,毛坯,一梯两户,自供暖,暂无数据,2023-06-17,商品房,2021-04-06,普通住宅,满两年,非共有,"
                                有抵押 70万元 工商银行
                              ",已上传房本照片
611,东联里,河北,70,16983元/平米,2室1厅1厨1卫,低楼层 (共6层),41.22㎡,平层,41.22㎡,板楼,南,砖混结构,简装,一梯五户,集中供暖,无,2023-06-13,商品房,2015-08-18,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
612,怡君园,蓟州,117,12355元/平米,2室2厅1厨1卫,低楼层 (共6层),94.7㎡,平层,暂无数据,平房,南 北,混合结构,其他,一梯两户,集中供暖,无,2023-05-18,商品房,2015-06-04,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
613,气象南里,河西,338,37535元/平米,3室1厅1厨1卫,低楼层 (共6层),90.05㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯两户,集中供暖,无,2023-06-15,商品房,2000-04-05,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
614,树德北里,和平,310,126068元/平米,1室1厅1厨1卫,低楼层 (共5层),24.59㎡,平层,24.59㎡,板楼,南 北,混合结构,精装,一梯三户,集中供暖,无,2023-05-30,商品房,2017-04-18,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
615,远洋琨庭春华园,开发区,175,13915元/平米,3室1厅1厨1卫,高楼层 (共33层),125.77㎡,平层,暂无数据,板塔结合,南 北,钢混结构,毛坯,两梯四户,集中供暖,有,2021-04-22,商品房,2020-11-28,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片
616,凤城楼,红桥,53,17169元/平米,1室1厅1厨1卫,低楼层 (共6层),30.87㎡,平层,暂无数据,板楼,南,混合结构,其他,一梯五户,集中供暖,无,2023-06-15,商品房,2015-07-20,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
617,福满园,滨海新区,105,9344元/平米,2室1厅1厨1卫,高楼层 (共11层),112.38㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2023-05-24,商品房,2019-12-12,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片
618,凤园北里,南开,213,28618元/平米,3室1厅1厨1卫,低楼层 (共6层),74.43㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯三户,集中供暖,无,2023-06-03,商品房,2000-03-25,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
619,大直沽后台,河东,50,14873元/平米,1室1厅1厨1卫,高楼层 (共6层),33.62㎡,平层,暂无数据,板楼,南,混合结构,简装,一梯四户,集中供暖,无,2023-06-10,房改房,2016-03-10,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
620,金地长湖湾,静海,110,8692元/平米,2室1厅1厨2卫,低楼层 (共4层),126.56㎡,暂无数据,暂无数据,暂无数据,南 北,钢混结构,其他,一梯两户,暂无数据,暂无数据,2022-09-07,商品房,2022-09-08,普通住宅,未满两年,非共有,"
                                有抵押
                              ",已上传房本照片
621,万科魅力之城兰雅苑,东丽,104,14202元/平米,2室1厅1厨1卫,中楼层 (共14层),73.23㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,集中供暖,有,2021-11-25,商品房,2013-05-02,普通住宅,满五年,非共有,"
                                有抵押 25万元 业主自还
                              ",已上传房本照片
622,展望园,开发区,150,19517元/平米,1室2厅1厨1卫,中楼层 (共6层),76.86㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯两户,集中供暖,无,2021-11-02,商品房,2006-11-19,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
623,先进里,河西,225,42703元/平米,2室1厅1厨1卫,中楼层 (共4层),52.69㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯十户,集中供暖,无,2023-06-12,商品房,2000-06-15,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
624,中盈小区,开发区,128,15840元/平米,2室1厅1厨1卫,高楼层 (共6层),80.81㎡,平层,暂无数据,板楼,南 北,混合结构,精装,一梯四户,集中供暖,无,2023-04-01,商品房,2019-04-02,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片
625,尊品庭苑,开发区,306,15563元/平米,3室2厅1厨2卫,低楼层 (共16层),196.63㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,两梯两户,自供暖,有,2022-10-27,商品房,2018-10-27,普通住宅,满两年,非共有,"
                                有抵押 业主自还
                              ",已上传房本照片
626,城投悦和里,武清,305,20770元/平米,3室2厅1厨2卫,高楼层 (共7层),146.85㎡,平层,暂无数据,板楼,南 北,混合结构,毛坯,一梯两户,集中供暖,有,2023-05-31,商品房,2020-04-16,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片
627,天津海航城,宁河,83,5750元/平米,3室1厅1厨1卫,中楼层 (共7层),144.35㎡,平层,暂无数据,板楼,南,钢混结构,其他,一梯两户,自供暖,暂无数据,2022-07-01,商品房,2018-04-26,普通住宅,满五年,非共有,"
                                有抵押
                              ",已上传房本照片
628,龙祥园,武清,215,13263元/平米,4室3厅1厨3卫,高楼层 (共18层),162.11㎡,跃层,暂无数据,板楼,南 北,钢混结构,精装,两梯两户,集中供暖,有,2023-04-20,商品房,2017-06-14,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
629,中盈小区,开发区,135,26920元/平米,1室1厅1厨1卫,高楼层 (共6层),50.15㎡,平层,50.15㎡,板楼,南,混合结构,其他,一梯四户,集中供暖,无,2023-06-13,商品房,2002-12-01,普通住宅,满五年,非共有,"
                                有抵押 40万元 抵押贷
                              ",已上传房本照片
630,昆俞家园,东丽,115,13345元/平米,2室2厅1厨1卫,高楼层 (共15层),86.18㎡,平层,暂无数据,板塔结合,南 北,钢混结构,简装,两梯三户,集中供暖,有,2023-06-10,商品房,2013-03-01,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
631,麒麟湿地·万科小镇,宁河,96,8232元/平米,3室2厅1厨2卫,高楼层 (共6层),116.63㎡,平层,90㎡,板楼,南 北,钢混结构,其他,一梯两户,自供暖,暂无数据,2022-04-28,商品房,2021-04-29,普通住宅,满两年,非共有,"
                                有抵押
                              ",已上传房本照片
632,金地艺城瑞府,津南,182,12810元/平米,3室2厅1厨2卫,低楼层 (共8层),142.08㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,两梯两户,集中供暖,有,2019-07-05,商品房,2020-01-13,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片
633,荣翔园,北辰,70,9685元/平米,2室1厅1厨1卫,高楼层 (共17层),72.28㎡,平层,暂无数据,塔楼,南 北,钢混结构,简装,两梯四户,集中供暖,有,2023-06-10,限价商品房,2016-12-05,普通住宅,满五年,非共有,"
                                有抵押 40万元 平安银行 金融公司垫资
                              ",已上传房本照片
634,融科瀚棠泰怡园,开发区,395,27894元/平米,3室2厅1厨2卫,低楼层 (共16层),141.61㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,两梯三户,集中供暖,有,2023-02-25,商品房,2017-03-02,普通住宅,满五年,非共有,"
                                有抵押 30万元 业主自还
                              ",已上传房本照片
635,碧湖园,西青,212,19511元/平米,3室2厅1厨1卫,低楼层 (共6层),108.66㎡,平层,暂无数据,板楼,南 北,混合结构,精装,一梯两户,集中供暖,有,2023-06-01,商品房,2015-10-24,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
636,天津海航城,宁河,114,5974元/平米,4室2厅1厨2卫,高楼层 (共7层),190.84㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,一梯两户,自供暖,有,2021-04-09,商品房,2017-12-20,普通住宅,满五年,非共有,"
                                有抵押 68万元
                              ",已上传房本照片
637,文昌嘉园,静海,19.9,3342元/平米,1室1厅1厨1卫,中楼层 (共5层),59.55㎡,暂无数据,暂无数据,板塔结合,南 北,混合结构,简装,一梯四户,集中供暖,无,2023-05-18,商品房,2018-06-21,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片
638,润和馨苑,滨海新区,47,5408元/平米,2室1厅1厨1卫,低楼层 (共24层),86.92㎡,平层,暂无数据,板塔结合,南,钢混结构,简装,两梯四户,集中供暖,有,2023-05-23,商品房,2012-09-28,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片
639,龙吉园,武清,155,16028元/平米,4室2厅1厨2卫,高楼层 (共7层),96.71㎡,跃层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2023-05-25,商品房,2013-06-27,普通住宅,满五年,非共有,"
                                有抵押 30万元 业主自还
                              ",已上传房本照片
640,卫华里,和平,320,58630元/平米,2室1厅1厨1卫,中楼层 (共6层),54.58㎡,平层,54.58㎡,板塔结合,南 北,混合结构,简装,一梯三户,集中供暖,无,2023-06-09,房改房,2016-02-12,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
641,碧春园,红桥,71.4,12061元/平米,2室1厅1厨1卫,低楼层 (共32层),59.2㎡,平层,暂无数据,塔楼,东南,钢混结构,简装,两梯八户,集中供暖,有,2023-05-20,经济适用房,2019-07-31,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片
642,麒麟湿地·万科小镇,宁河,101,8660元/平米,3室2厅1厨2卫,高楼层 (共6层),116.63㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,一梯两户,自供暖,暂无数据,2023-03-29,商品房,2020-03-29,普通住宅,满两年,非共有,"
                                有抵押
                              ",已上传房本照片
643,裕和家园,宝坻,69.8,7432元/平米,2室1厅1厨1卫,中楼层 (共11层),93.93㎡,平层,75.37㎡,塔楼,南 北,钢混结构,其他,一梯四户,集中供暖,有,2023-06-12,商品房,2016-06-28,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
644,凤园里,南开,106,25390元/平米,1室1厅1厨1卫,高楼层 (共6层),41.75㎡,平层,暂无数据,塔楼,南,混合结构,简装,一梯四户,集中供暖,无,2023-06-02,商品房,1998-10-13,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
645,世昌里,和平,465,76619元/平米,2室1厅1厨1卫,中楼层 (共6层),60.69㎡,平层,暂无数据,板楼,南,钢混结构,其他,一梯三户,集中供暖,无,2023-04-11,商品房,2002-09-09,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
